rile,stance_positivity_score,welfare spending,electoral_dem_ind,GNI,leading,variable_interaction
0.33756403954855674,0.061958082727649855,0.15888429752066124,0.9521640091116172,0.1862306412644778,1.0,0.804195805193489
0.5441754730892112,0.3239015393584698,0.20630165289256186,0.9612756264236901,0.18126832585733413,1.0,0.8217492426391627
0.7293104208808314,0.16114119568426521,0.3644111570247933,0.8678815489749427,0.6717115299034643,0.0,0.9106816554835022
0.7769107888916197,0.23674503604542957,0.5673037190082645,0.8769931662870156,0.6499237888366308,1.0,0.9797923827571572
0.31966067847119717,0.23903960053938195,0.4748450413223141,0.8542141230068334,0.7490185710710513,0.0,0.5634402894856245
0.3027004261951424,0.46488326811894815,0.41973140495867767,0.8701594533029611,0.6931646890551445,0.0,0.4719122042063832
0.26426829498837373,0.40821308847106824,0.38362603305785126,0.8542141230068334,0.7449323636097935,1.0,0.44658162866774537
0.30070624673106866,0.27901059126463584,0.24070247933884292,0.9430523917995444,0.05851951272763961,0.0,0.8154243613785281
0.33277609586284945,0.027762028089968582,0.5789256198347107,0.9498861047835987,0.04834224699301847,1.0,0.8240964524798834
0.06276820991738674,0.2585572858856637,0.1572314049586777,0.9339407744874715,0.0611140562839847,0.0,0.8030438272462217
0.41956538177968516,0.4059544097257259,0.014411157024793342,0.890660592255125,0.0026649535322976477,0.0,0.8353617752206983
0.5324144091347336,0.44231283097701984,0.21157024793388424,0.9179954441913438,0.0030118814588983365,1.0,0.8357444078964279
0.542555973558677,0.6706262449594325,0.2682334710743801,0.9407744874715258,0.003106209706896335,1.0,0.8355810550527356
0.7325415429986579,0.7348867063558799,0.30067148760330575,0.9407744874715258,0.005283225579310083,0.0,0.8383772226456537
0.5629856135508631,0.3998520063233662,0.5178719008264462,0.8041002277904326,0.025724715051167534,1.0,0.834016737284349
0.3876684878159443,0.30819122576883834,0.5536673553719008,0.7425968109339407,0.03029108133369177,0.0,0.8258392121501907
0.608363895873112,0.5777214392758774,0.47706611570247925,0.42596810933940765,0.03257846102676697,1.0,0.8360683074435754
0.3751799318891971,0.4559766861909407,0.3372933884297521,0.0,0.037725347858062495,1.0,0.8281146030660184
0.5252829623068012,0.6230882148022507,0.0,0.7562642369020498,0.0027500333837104604,0.0,0.8358146801189892
1.0,1.0,0.3634297520661157,0.7220956719817766,0.003581008077684512,1.0,0.8425353053633637
0.8956273512675579,0.6609431233392757,0.24912190082644625,0.7744874715261956,0.0044336723856746325,1.0,0.8397973788030331
0.8055237852178134,0.7346213641578749,0.16998966942148763,0.8177676537585419,0.005478890749306593,1.0,0.839046770017661
0.7447154713067715,0.7357852393925852,0.20950413223140496,0.8041002277904326,0.006123655645802226,1.0,0.8384271375731877
0.7295984919479637,0.3402024662409447,0.23176652892561989,0.7835990888382685,0.00937966671927735,1.0,0.8379252690183228
0.547213216250449,0.3104598314890182,0.21813016528925622,0.8154897494305235,0.008145140863617019,0.0,0.8356101831399141
0.38226242914126923,0.6037941798763835,0.18011363636363642,0.779043280182232,0.008126405744914564,0.0,0.8326821168762263
0.22738175132805272,0.6507051422196808,0.46435950413223137,0.7471526195899771,0.011751945407763758,0.0,0.8248773067997102
0.6140032245955078,0.35695586296810616,0.45516528925619826,0.911161731207289,0.07600151158282108,0.0,0.8363924663447788
0.7247008336956728,0.4273681791171953,0.38445247933884297,0.8952164009111614,0.10598557892614971,1.0,0.8552458283754005
0.6791736771461521,0.1957034184296974,0.38698347107438014,0.9316628701594529,0.12998709013466392,0.0,0.8457773833305158
0.4706991214732676,0.5614081662398236,0.4200929752066117,0.8952164009111614,0.11777821328450314,1.0,0.8032028872533276
0.498715158029486,0.6055660197549135,0.4700413223140495,0.4601366742596811,0.14715165774925218,1.0,0.8077918586704494
0.5181856957861506,0.3644403848956756,0.40258264462809923,0.7904328018223232,0.0114878582910939,0.0,0.8344953791971605
0.6240476775620547,0.26397110759813,0.5865185950413222,0.8747152619589975,0.010586005034568266,1.0,0.836570752716297
0.502951828216021,0.5610938398432934,0.5683367768595041,0.879271070615034,0.010232891204836066,0.0,0.8332360088099965
0.4621402600021426,0.6418496967250793,0.47722107438016537,0.7972665148063778,0.011239211487116062,1.0,0.831892123190985
